"","fecha","posicion","cancion","artista"
"47738",2024-03-02,20,"Pretty Little Poison","Miley Cyrus"
"47739",2024-03-02,21,"Flowers","Doja Cat"
"47740",2024-03-02,22,"Paint The Town Red","Dua Lipa"
"47741",2024-03-02,23,"Houdini","Muni Long"
"47742",2024-03-02,24,"Made For Me","Flo Milli"
"47743",2024-03-02,25,"Never Lose Me","Xavi"
"47744",2024-03-02,26,"La Diabla","Luke Combs"
"47745",2024-03-02,27,"Where The Wild Things Are","Dua Lipa"
"47746",2024-03-02,28,"Training Season","Cody Johnson"
"47747",2024-03-02,29,"The Painter","Sabrina Carpenter"
"47748",2024-03-02,30,"Feather","Billie Eilish"
"47749",2024-03-02,32,"Rich Baby Daddy","Bryson Tiller"
"47750",2024-03-02,33,"Whatever She Wants","HARDY"
"47751",2024-03-02,34,"Truck Bed","Justin Timberlake"
"47752",2024-03-02,35,"Selfish","Nicki Minaj Featuring Lil Uzi Vert"
"47753",2024-03-02,36,"Everybody","Olivia Rodrigo"
"47754",2024-03-02,37,"Vampire","Jessie Murph & Jelly Roll"
"47755",2024-03-02,38,"Wild Ones","Victoria Monet"
"47756",2024-03-02,39,"On My Mama","YG Marley"
"47757",2024-03-02,40,"Praise Jah In The Moonlight","Jelly Roll With Lainey Wilson"
"47758",2024-03-02,41,"Save Me","Tate McRae"
"47759",2024-03-02,42,"Exes","Yeat"
"47760",2024-03-02,43,"Breathe","Dua Lipa"
"47761",2024-03-02,44,"Dance The Night","Jelly Roll"
"47762",2024-03-02,45,"Need A Favor","JID Featuring 21 Savage & Baby Tate"
"47763",2024-03-02,47,"World On Fire","Usher Featuring Lil Jon & Ludacris"
"47764",2024-03-02,48,"Yeah!","Parker McCollum"
"47765",2024-03-02,49,"Burn It Down","Usher, Summer Walker & 21 Savage"
"47766",2024-03-02,50,"Good Good","Xavi"
"47767",2024-03-02,51,"La Victima","Djo"
"47768",2024-03-02,52,"End Of Beginning","BossMan Dlow"
"47769",2024-03-02,53,"Get In With Me","¥$: Ye & Ty Dolla $ign"
"47770",2024-03-02,54,"Burn","Morgan Wallen Featuring Eric Church"
"47771",2024-03-02,55,"Man Made A Bar","Beyonce"
"47772",2024-03-02,56,"16 Carriages","Drake Featuring J. Cole"
"47773",2024-03-02,57,"First Person Shooter","¥$: Ye & Ty Dolla $ign"
"47774",2024-03-02,58,"Fuk Sumn","The Weeknd, Jennie & Lily-Rose Depp"
"47775",2024-03-02,59,"One Of The Girls","¥$: Ye & Ty Dolla $ign"
"47776",2024-03-02,60,"Back To Me","Rich Amiri"
"47777",2024-03-02,61,"One Call","Karol G & Tiesto"
"47778",2024-03-02,62,"Contigo","Chayce Beckham"
"47779",2024-03-02,63,"23","Sophie Ellis-Bextor"
"47780",2024-03-02,64,"Murder On The Dancefloor","Drake"
"47781",2024-03-02,65,"You Broke My Heart","Ice Spice"
"47782",2024-03-02,66,"Think U The Shit (Fart)","Nicki Minaj"
"47783",2024-03-02,67,"FTCU","Travis Scott Featuring Playboi Carti"
"47784",2024-03-02,68,"FE!N","Megan Thee Stallion"
"47785",2024-03-02,69,"Hiss","Kane Brown"
"47786",2024-03-02,70,"I Can Feel It","Don Toliver"
"47787",2024-03-02,71,"Bandit","Morgan Wallen"
"47788",2024-03-02,72,"Spin You Around (1/24)","310babii"
"47789",2024-03-02,73,"Soak City","Noah Kahan"
"47790",2024-03-02,74,"Forever","Thomas Rhett Featuring Morgan Wallen"
"47791",2024-03-02,75,"Mamaw's House","4batz Featuring Drake"
"47792",2024-03-02,76,"Act II: Date @ 8","Kali Uchis & Peso Pluma"
"47793",2024-03-02,77,"Igual Que Un Angel","21 Savage, Travis Scott & Metro Boomin"
"47794",2024-03-02,78,"Nee-nah","Lainey Wilson"
"47795",2024-03-02,79,"Wildflowers And Wild Horses","Peso Pluma & Anitta"
"47796",2024-03-02,80,"Bellakeo","Fuerza Regida & Marshmello"
"47797",2024-03-02,81,"Harley Quinn","Jung Kook"
"47798",2024-03-02,82,"Standing Next To You","Gunna"
"47799",2024-03-02,83,"Bittersweet","Drake Featuring Yeat"
"47800",2024-03-02,84,"IDGAF","Good Neighbours"
"47801",2024-03-02,85,"Home","¥$: Ye & Ty Dolla $ign Featuring Lil Durk & Bump J"
"47802",2024-03-02,86,"Vultures","GloRilla"
"47803",2024-03-02,87,"Yeah Glo!","Dylan Gossett"
"47804",2024-03-02,88,"Coal","BigXthaPlug"
"47805",2024-03-02,89,"Mmhmm","Yeat"
"47806",2024-03-02,90,"Psycho CEO","Bad Bunny & Feid"
"47807",2024-03-02,91,"Perro Negro","Chris Brown Featuring Davido & Lojay"
"47808",2024-03-02,92,"Sensational","Zach Bryan"
"47809",2024-03-02,93,"Oklahoma Smokeshow","Fuerza Regida"
"47810",2024-03-02,94,"Tu Name","¥$: Ye & Ty Dolla $ign"
"47811",2024-03-02,95,"Do It","Offset & Don Toliver"
"47812",2024-03-02,96,"Worth It","¥$: Ye & Ty Dolla $ign Featuring North West"
"47813",2024-03-02,97,"Talking","Bad Bunny"
"47814",2024-03-02,98,"Monaco","Bailey Zimmerman"
"47815",2024-03-02,99,"Where It Ends","The Red Clay Strays"
"47816",2024-03-02,100,"Wondering Why","Noah Kahan With Hozier"
"47817",2024-03-09,2,"Texas Hold 'Em","¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti"
"47818",2024-03-09,3,"Carnival","Jack Harlow"
"47819",2024-03-09,4,"Lovin On Me","Benson Boone"
"47820",2024-03-09,5,"Beautiful Things","Teddy Swims"
"47821",2024-03-09,6,"Lose Control","SZA"
"47822",2024-03-09,7,"Saturn","Zach Bryan Featuring Kacey Musgraves"
"47823",2024-03-09,8,"I Remember Everything","Tate McRae"
"47824",2024-03-09,11,"Cruel Summer","Noah Kahan"
"47825",2024-03-09,13,"Agora Hills","21 Savage"
"47826",2024-03-09,14,"Redrum","Luke Combs"
"47827",2024-03-09,16,"Last Night","Tyla"
"47828",2024-03-09,21,"Made For Me","Miley Cyrus"
"47829",2024-03-09,22,"Flowers","Bryson Tiller"
"47830",2024-03-09,23,"Whatever She Wants","Doja Cat"
"47831",2024-03-09,25,"Houdini","Cody Johnson"
"47832",2024-03-09,26,"The Painter","Flo Milli"
"47833",2024-03-09,28,"La Diabla","Ariana Grande"
"47834",2024-03-09,29,"Yes, And?","Sabrina Carpenter"
"47835",2024-03-09,31,"What Was I Made For?","Luke Combs"
"47836",2024-03-09,32,"Where The Wild Things Are","HARDY"
"47837",2024-03-09,34,"Selfish","YG Marley"
"47838",2024-03-09,35,"Praise Jah In The Moonlight","Djo"
"47839",2024-03-09,36,"End Of Beginning","Olivia Rodrigo"
"47840",2024-03-09,38,"Wild Ones","Drake Featuring Sexyy Red & SZA"
"47841",2024-03-09,39,"Rich Baby Daddy","Jelly Roll With Lainey Wilson"
"47842",2024-03-09,40,"Save Me","Nicki Minaj Featuring Lil Uzi Vert"
"47843",2024-03-09,41,"Everybody","Victoria Monet"
"47844",2024-03-09,42,"On My Mama","Tate McRae"
"47845",2024-03-09,44,"Surround Sound","Yeat"
"47846",2024-03-09,45,"Breathe","Jelly Roll"
"47847",2024-03-09,46,"Need A Favor","Morgan Wallen Featuring Eric Church"
"47848",2024-03-09,47,"Man Made A Bar","Dua Lipa"
"47849",2024-03-09,48,"Dance The Night","Parker McCollum"
"47850",2024-03-09,49,"Burn It Down","BossMan Dlow"
"47851",2024-03-09,50,"Get In With Me","Nate Smith"
"47852",2024-03-09,51,"World On Fire","The Weeknd, Jennie & Lily-Rose Depp"
"47853",2024-03-09,52,"One Of The Girls","Drake"
"47854",2024-03-09,53,"You Broke My Heart","Xavi"
"47855",2024-03-09,54,"La Victima","Bailey Zimmerman"
"47856",2024-03-09,55,"Holy Smokes","Kane Brown"
"47857",2024-03-09,56,"I Can Feel It","Selena Gomez"
"47858",2024-03-09,57,"Love On","Chayce Beckham"
"47859",2024-03-09,58,"23","Travis Scott Featuring Playboi Carti"
"47860",2024-03-09,59,"FE!N","310babii"
"47861",2024-03-09,60,"Soak City","Rich Amiri"
"47862",2024-03-09,61,"One Call","Dua Lipa"
"47863",2024-03-09,62,"Training Season","Lil Durk"
"47864",2024-03-09,63,"Old Days","¥$: Ye & Ty Dolla $ign"
"47865",2024-03-09,64,"Burn","Sophie Ellis-Bextor"
"47866",2024-03-09,65,"Murder On The Dancefloor","Thomas Rhett Featuring Morgan Wallen"
"47867",2024-03-09,66,"Mamaw's House","Nicki Minaj"
"47868",2024-03-09,67,"FTCU","Don Toliver"
"47869",2024-03-09,68,"Bandit","4batz Featuring Drake"
"47870",2024-03-09,69,"Act II: Date @ 8","Lainey Wilson"
"47871",2024-03-09,70,"Wildflowers And Wild Horses","Morgan Wallen"
"47872",2024-03-09,71,"Spin You Around (1/24)","21 Savage, Travis Scott & Metro Boomin"
"47873",2024-03-09,72,"Nee-nah","Ice Spice"
"47874",2024-03-09,73,"Think U The Shit (Fart)","Dylan Gossett"
"47875",2024-03-09,74,"Coal","Beyonce"
"47876",2024-03-09,75,"16 Carriages","Fuerza Regida & Marshmello"
"47877",2024-03-09,76,"Harley Quinn","mgk"
"47878",2024-03-09,77,"Dont Let Me Go","Tucker Wetmore"
"47879",2024-03-09,78,"Wine Into Whiskey","Kali Uchis & Peso Pluma"
"47880",2024-03-09,79,"Igual Que Un Angel","Peso Pluma & Anitta"
"47881",2024-03-09,80,"Bellakeo","Good Neighbours"
"47882",2024-03-09,81,"Home","Bailey Zimmerman"
"47883",2024-03-09,82,"Where It Ends","¥$: Ye & Ty Dolla $ign"
"47884",2024-03-09,83,"Fuk Sumn","Fuerza Regida"
"47885",2024-03-09,84,"Tu Name","GloRilla"
"47886",2024-03-09,85,"Yeah Glo!","Bad Bunny & Feid"
"47887",2024-03-09,86,"Perro Negro","Megan Thee Stallion"
"47888",2024-03-09,87,"Hiss","Jung Kook"
"47889",2024-03-09,88,"Standing Next To You","BigXthaPlug"
"47890",2024-03-09,89,"Mmhmm","Chris Brown Featuring Davido & Lojay"
"47891",2024-03-09,90,"Sensational","Karol G & Tiesto"
"47892",2024-03-09,91,"Contigo","Noah Kahan"
"47893",2024-03-09,92,"Forever","Zach Bryan"
"47894",2024-03-09,93,"Oklahoma Smokeshow","Offset & Don Toliver"
"47895",2024-03-09,94,"Worth It","Bad Bunny"
"47896",2024-03-09,95,"Monaco","Michael Marcagi"
"47897",2024-03-09,96,"Scared To Start","Key Glock & Young Dolph"
"47898",2024-03-09,97,"Let's Go","¥$: Ye & Ty Dolla $ign"
"47899",2024-03-09,98,"Back To Me","21 Savage & Summer Walker"
"47900",2024-03-09,99,"Prove It","LE SSERAFIM"
"47901",2024-03-09,100,"Easy","Travis Scott"
"47902",2024-03-16,13,"Saturn","SZA"
"47903",2024-03-16,19,"Whatever She Wants","Bryson Tiller"
"47904",2024-03-16,23,"End Of Beginning","Djo"
"47905",2024-03-16,38,"Like What (Freestyle)","Cardi B"
"47906",2024-03-16,52,"Breathe","Yeat"
"47907",2024-03-16,59,"Training Season","Dua Lipa"
"47908",2024-03-16,64,"Overcompensate","Twenty One Pilots"
"47909",2024-03-16,66,"Tu Name","Fuerza Regida"
"47910",2024-03-16,73,"Holy Smokes","Bailey Zimmerman"
"47911",2024-03-16,74,"Doctor (Work It Out)","Pharrell & Miley Cyrus"
"47912",2024-03-16,86,"Tucson Too Late","Jordan Davis"
"47913",2024-03-16,89,"Contigo","Karol G & Tiesto"
"47914",2024-03-16,91,"Let's Go","Key Glock & Young Dolph"
"47915",2024-03-16,97,"Creek Will Rise","Conner Smith"
"47916",2024-03-16,100,"Wine Into Whiskey","Tucker Wetmore"
"47917",2024-03-23,1,"We Can't Be Friends (Wait For Your Love)","Ariana Grande"
"47918",2024-03-23,16,"The Boy Is Mine","Ariana Grande"
"47919",2024-03-23,17,"Supernatural","Ariana Grande"
"47920",2024-03-23,23,"Eternal Sunshine","Ariana Grande"
"47921",2024-03-23,25,"Bye","Ariana Grande"
"47922",2024-03-23,28,"Don't Wanna Break Up Again","Ariana Grande"
"47923",2024-03-23,30,"True Story","Ariana Grande"
"47924",2024-03-23,37,"Imperfect For You","Ariana Grande"
"47925",2024-03-23,38,"Intro (End Of The World)","Ariana Grande"
"47926",2024-03-23,39,"I Wish I Hated You","Ariana Grande"
"47927",2024-03-23,55,"Ordinary Things","Ariana Grande Featuring Nonna"
"47928",2024-03-23,74,"Austin","Dasha"
"47929",2024-03-23,96,"Back Then Right Now","Tyler Hubbard"
"47930",2024-03-23,98,"Outskirts","Sam Hunt"
"47931",2024-03-30,1,"Teddy Swims & GIVEON’s ‘Are You Even Real’ Tops Adult R&B Airplay Chart","Teddy Swims"
"47932",2024-03-30,2,"Lose Control","Benson Boone"
"47933",2024-03-30,3,"Beautiful Things","Ariana Grande"
"47934",2024-03-30,4,"We Can't Be Friends (Wait For Your Love)","Jack Harlow"
"47935",2024-03-30,5,"Lovin On Me","¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti"
"47936",2024-03-30,6,"Carnival","Beyonce"
"47937",2024-03-30,7,"Texas Hold 'Em","Zach Bryan Featuring Kacey Musgraves"
"47938",2024-03-30,9,"Greedy","Cardi B"
"47939",2024-03-30,10,"Enough (Miami)","Taylor Swift"
"47940",2024-03-30,11,"Cruel Summer","Djo"
"47941",2024-03-30,12,"End Of Beginning","Noah Kahan"
"47942",2024-03-30,14,"Agora Hills","SZA"
"47943",2024-03-30,15,"Snooze","Flo Milli"
"47944",2024-03-30,16,"Never Lose Me","Morgan Wallen"
"47945",2024-03-30,18,"Saturn","Luke Combs"
"47946",2024-03-30,19,"Fast Car","4batz Featuring Drake"
"47947",2024-03-30,20,"Act II: Date @ 8","Tyla"
"47948",2024-03-30,22,"Thinkin' Bout Me","21 Savage"
"47949",2024-03-30,23,"Redrum","Sexyy Red"
"47950",2024-03-30,24,"Get It Sexyy","Bryson Tiller"
"47951",2024-03-30,25,"Whatever She Wants","Muni Long"
"47952",2024-03-30,26,"Made For Me","Sabrina Carpenter"
"47953",2024-03-30,27,"Feather","HARDY"
"47954",2024-03-30,28,"Truck Bed","Morgan Wallen Featuring Eric Church"
"47955",2024-03-30,30,"Houdini","Justin Timberlake"
"47956",2024-03-30,31,"Selfish","Taylor Swift"
"47957",2024-03-30,32,"Is It Over Now? (Taylor's Version) [From The Vault]","Doja Cat"
"47958",2024-03-30,34,"What Was I Made For?","Ariana Grande"
"47959",2024-03-30,35,"The Boy Is Mine","GloRilla"
"47960",2024-03-30,36,"Yeah Glo!","Ariana Grande"
"47961",2024-03-30,37,"Yes, And?","Jessie Murph & Jelly Roll"
"47962",2024-03-30,38,"Wild Ones","Jelly Roll With Lainey Wilson"
"47963",2024-03-30,39,"Save Me","Warren Zeiders"
"47964",2024-03-30,40,"Pretty Little Poison","Ariana Grande"
"47965",2024-03-30,41,"Supernatural","Luke Combs"
"47966",2024-03-30,42,"Where The Wild Things Are","Parker McCollum"
"47967",2024-03-30,43,"Burn It Down","Tate McRae"
"47968",2024-03-30,44,"Exes","Xavi"
"47969",2024-03-30,45,"La Diabla","Chayce Beckham"
"47970",2024-03-30,46,"23","Olivia Rodrigo"
"47971",2024-03-30,47,"Vampire","Travis Scott Featuring Playboi Carti"
"47972",2024-03-30,49,"Wildflowers And Wild Horses","Ariana Grande"
"47973",2024-03-30,50,"Eternal Sunshine","BossMan Dlow"
"47974",2024-03-30,51,"Get In With Me","Nicki Minaj Featuring Lil Uzi Vert"
"47975",2024-03-30,52,"Everybody","Ariana Grande"
"47976",2024-03-30,53,"Bye","310babii"
"47977",2024-03-30,54,"Soak City","Gunna Featuring Offset"
"47978",2024-03-30,55,"Prada Dem","Thomas Rhett Featuring Morgan Wallen"
"47979",2024-03-30,56,"Mamaw's House","Michael Marcagi"
"47980",2024-03-30,57,"Scared To Start","JID Featuring 21 Savage & Baby Tate"
"47981",2024-03-30,58,"Surround Sound","The Weeknd, Jennie & Lily-Rose Depp"
"47982",2024-03-30,59,"One Of The Girls","Dasha"
"47983",2024-03-30,60,"Austin","Don Toliver"
"47984",2024-03-30,61,"Bandit","Dua Lipa"
"47985",2024-03-30,62,"Training Season","YG Marley"
"47986",2024-03-30,63,"Praise Jah In The Moonlight","Kane Brown"
"47987",2024-03-30,64,"I Can Feel It","Yeat"
"47988",2024-03-30,65,"Breathe","V"
"47989",2024-03-30,66,"FRI(END)S","Ariana Grande"
"47990",2024-03-30,67,"True Story","Bailey Zimmerman"
"47991",2024-03-30,68,"Where It Ends","Ariana Grande"
"47992",2024-03-30,69,"Don't Wanna Break Up Again","Drake"
"47993",2024-03-30,70,"You Broke My Heart","BigXthaPlug"
"47994",2024-03-30,71,"Mmhmm","Nicki Minaj"
"47995",2024-03-30,72,"FTCU","Ariana Grande"
"47996",2024-03-30,73,"Imperfect For You","Chris Brown Featuring Davido & Lojay"
"47997",2024-03-30,74,"Sensational","Fuerza Regida"
"47998",2024-03-30,75,"Tu Name","Rich Amiri"
"47999",2024-03-30,76,"One Call","Kacey Musgraves"
"48000",2024-03-30,77,"Deeper Well","Xavi"
"48001",2024-03-30,78,"La Victima","Morgan Wallen"
"48002",2024-03-30,79,"Spin You Around (1/24)","Ariana Grande"
"48003",2024-03-30,80,"Intro (End Of The World)","Good Neighbours"
"48004",2024-03-30,81,"Home","Jordan Davis"
"48005",2024-03-30,82,"Tucson Too Late","Fuerza Regida & Marshmello"
"48006",2024-03-30,83,"Harley Quinn","Tyler Hubbard"
"48007",2024-03-30,84,"Back Then Right Now","Bad Bunny & Feid"
"48008",2024-03-30,85,"Perro Negro","Ariana Grande"
"48009",2024-03-30,86,"I Wish I Hated You","Sophie Ellis-Bextor"
"48010",2024-03-30,87,"Murder On The Dancefloor","Dylan Gossett"
"48011",2024-03-30,88,"Coal","Key Glock & Young Dolph"
"48012",2024-03-30,89,"Let's Go","21 Savage, Travis Scott & Metro Boomin"
"48013",2024-03-30,90,"Nee-nah","Peso Pluma & Anitta"
"48014",2024-03-30,91,"Bellakeo","Cardi B"
"48015",2024-03-30,92,"Like What (Freestyle)","Sam Hunt"
"48016",2024-03-30,93,"Outskirts","BossMan Dlow"
"48017",2024-03-30,94,"Mr Pot Scraper","Bailey Zimmerman"
"48018",2024-03-30,95,"Holy Smokes","Ivan Cornejo"
"48019",2024-03-30,96,"Baby Please","Bryan Martin"
"48020",2024-03-30,97,"We Ride","Zach Bryan"
"48021",2024-03-30,98,"Tourniquet","FloyyMenor X Cris Mj"
"48022",2024-03-30,99,"Gata Only","Kali Uchis & Peso Pluma"
"48023",2024-03-30,100,"Igual Que Un Angel","Carly Pearce Featuring Chris Stapleton"
"48024",2024-04-06,1,"Like That","Future, Metro Boomin & Kendrick Lamar"
"48025",2024-04-06,2,"Type Shit","Future, Metro Boomin, Travis Scott & Playboi Carti"
"48026",2024-04-06,5,"Too Sweet","Hozier"
"48027",2024-04-06,6,"Cinderella","Future, Metro Boomin & Travis Scott"
"48028",2024-04-06,8,"We Don't Trust You","Future & Metro Boomin"
"48029",2024-04-06,9,"Young Metro","Future, Metro Boomin & The Weeknd"
"48030",2024-04-06,13,"Ice Attack","Future & Metro Boomin"
"48031",2024-04-06,14,"Obsessed","Olivia Rodrigo"
"48032",2024-04-06,20,"Slimed In","Future & Metro Boomin"
"48033",2024-04-06,24,"Claustrophobic","Future & Metro Boomin"
"48034",2024-04-06,27,"Magic Don Juan (Princess Diana)","Future & Metro Boomin"
"48035",2024-04-06,28,"Get It Sexyy","Sexyy Red"
"48036",2024-04-06,33,"Fried (She A Vibe)","Future & Metro Boomin"
"48037",2024-04-06,36,"Runnin Outta Time","Future & Metro Boomin"
"48038",2024-04-06,38,"Everyday Hustle","Future, Metro Boomin & Rick Ross"
"48039",2024-04-06,40,"GTA","Future & Metro Boomin"
"48040",2024-04-06,41,"Ain't No Love","Future & Metro Boomin"
"48041",2024-04-06,44,"Enough (Miami)","Cardi B"
"48042",2024-04-06,45,"Slow It Down","Benson Boone"
"48043",2024-04-06,52,"WTFYM","Future & Metro Boomin"
"48044",2024-04-06,54,"Seen It All","Future & Metro Boomin"
"48045",2024-04-06,58,"So American","Olivia Rodrigo"
"48046",2024-04-06,62,"Where My Twin @","Future & Metro Boomin"
"48047",2024-04-06,69,"La People II","Peso Pluma, Tito Double P & Joel de La P"
"48048",2024-04-06,70,"I Like The Way You Kiss Me","Artemas"
"48049",2024-04-06,72,"Punteria","Shakira & Cardi B"
"48050",2024-04-06,73,"Corazon de Piedra","Xavi"
"48051",2024-04-06,75,"Stranger","Olivia Rodrigo"
"48052",2024-04-06,83,"Gata Only","FloyyMenor X Cris Mj"
"48053",2024-04-06,88,"Wildflower And Barley","Hozier & Allison Russell"
"48054",2024-04-06,90,"Scared Of My Guitar","Olivia Rodrigo"
"48055",2024-04-06,93,"Best For Me","Joyner Lucas & Jelly Roll"
"48056",2024-04-06,98,"Empire Now","Hozier"
"48057",2024-04-06,99,"Girl I've Always Been","Olivia Rodrigo"
"48058",2024-04-13,6,"II Most Wanted","Beyonce & Miley Cyrus"
"48059",2024-04-13,7,"Jolene","Beyonce"
"48060",2024-04-13,16,"Levii's Jeans","Beyonce & Post Malone"
"48061",2024-04-13,26,"Bodyguard","Beyonce"
"48062",2024-04-13,27,"Blackbiird","Beyonce, Tanner Adell, Brittney Spencer, Tiera Kennedy & Reyna Roberts"
"48063",2024-04-13,30,"Ameriican Requiem","Beyonce"
"48064",2024-04-13,31,"Spaghettii","Beyonce, Linda Martell & Shaboozey"
"48065",2024-04-13,37,"Daughter","Beyonce"
"48066",2024-04-13,39,"Ya Ya","Beyonce"
"48067",2024-04-13,42,"Protector","Beyonce & Rumi Carter"
"48068",2024-04-13,44,"Tyrant","Beyonce & Dolly Parton"
"48069",2024-04-13,51,"Riiverdance","Beyonce"
"48070",2024-04-13,52,"Alliigator Tears","Beyonce"
"48071",2024-04-13,54,"My Rose","Beyonce"
"48072",2024-04-13,59,"Just For Fun","Beyonce & Willie Jones"
"48073",2024-04-13,60,"II Hands II Heaven","Beyonce"
"48074",2024-04-13,61,"Sweet * Honey * Buckiin'","Beyonce & Shaboozey"
"48075",2024-04-13,63,"Flamenco","Beyonce"
"48076",2024-04-13,65,"Desert Eagle","Beyonce"
"48077",2024-04-13,70,"Oh Louisiana","Beyonce"
"48078",2024-04-13,81,"I Luv It","Camila Cabello & Playboi Carti"
"48079",2024-04-13,87,"Amen","Beyonce"
"48080",2024-04-13,89,"Wind Up Missin' You","Tucker Wetmore"
"48081",2024-04-20,6,"7 Minute Drill","J. Cole"
"48082",2024-04-20,11,"Wanna Be","GloRilla & Megan Thee Stallion"
"48083",2024-04-20,19,"Crocodile Tearz","J. Cole"
"48084",2024-04-20,28,"Huntin' Wabbitz","J. Cole"
"48085",2024-04-20,29,"Pricey","J. Cole Featuring Ari Lennox, Young Dro & Gucci Mane"
"48086",2024-04-20,35,"H.Y.B.","J. Cole Featuring Bas & Central Cee"
"48087",2024-04-20,38,"Ready '24","J. Cole Featuring Cam'Ron"
"48088",2024-04-20,53,"Stickz N Stonez","J. Cole"
"48089",2024-04-20,59,"Fever","J. Cole"
"48090",2024-04-20,60,"Cry","Benson Boone"
"48091",2024-04-20,62,"Pi","J. Cole Featuring Daylyt & Ab-Soul"
"48092",2024-04-20,65,"Stealth Mode","J. Cole Featuring Bas"
"48093",2024-04-20,66,"Trae The Truth In Ibiza","J. Cole"
"48094",2024-04-20,72,"3001","J. Cole"
"48095",2024-04-20,73,"Hell N Back","Bakar Featuring Summer Walker"
"48096",2024-04-20,77,"Good Luck, Babe!","Chappell Roan"
"48097",2024-04-20,84,"Halfway To Hell","Jelly Roll"
"48098",2024-04-20,91,"Magnetic","ILLIT"
"48099",2024-04-20,94,"Bulletproof","Nate Smith"
"48100",2024-04-20,97,"We Ride","Bryan Martin"
"48101",2024-04-27,7,"Espresso","Sabrina Carpenter"
"48102",2024-04-27,22,"We Still Don't Trust You","Future, Metro Boomin & The Weeknd"
"48103",2024-04-27,36,"A Bar Song (Tipsy)","Shaboozey"
"48104",2024-04-27,39,"Red Leather","Future, Metro Boomin & J. Cole"
"48105",2024-04-27,41,"Out Of My Hands","Future & Metro Boomin"
"48106",2024-04-27,43,"Illusion","Dua Lipa"
"48107",2024-04-27,51,"Drink N Dance","Future & Metro Boomin"
"48108",2024-04-27,54,"Jealous","Future & Metro Boomin"
"48109",2024-04-27,58,"Tell Ur Girlfriend","Lay Bankz"
"48110",2024-04-27,61,"All My Life","Future, Metro Boomin & Lil Baby"
"48111",2024-04-27,67,"All To Myself","Future, Metro Boomin & The Weeknd"
"48112",2024-04-27,71,"Show Of Hands","Future, Metro Boomin & A$AP Rocky"
"48113",2024-04-27,73,"Luv Bad Bitches","Future, Metro Boomin & Brownstone"
"48114",2024-04-27,77,"This Sunday","Future & Metro Boomin"
"48115",2024-04-27,79,"Overseas","Ken Carson"
"48116",2024-04-27,81,"Nights Like This","Future & Metro Boomin"
"48117",2024-04-27,91,"Think I'm In Love With You","Chris Stapleton"
"48118",2024-04-27,92,"Dirt Cheap","Cody Johnson"
"48119",2024-04-27,94,"Feel It","d4vd"
"48120",2024-04-27,95,"Streets Made Me A King","Future & Metro Boomin"
"48121",2024-04-27,99,"Came To The Party","Future & Metro Boomin"
"48122",2024-04-27,100,"Nobody Knows My Struggle","Future & Metro Boomin"
"48123",2024-05-04,1,"Fortnight","Taylor Swift Featuring Post Malone"
"48124",2024-05-04,2,"Down Bad","Taylor Swift"
"48125",2024-05-04,3,"I Can Do It With A Broken Heart","Taylor Swift"
"48126",2024-05-04,4,"The Tortured Poets Department","Taylor Swift"
"48127",2024-05-04,5,"So Long, London","Taylor Swift"
"48128",2024-05-04,6,"My Boy Only Breaks His Favorite Toys","Taylor Swift"
"48129",2024-05-04,7,"But Daddy I Love Him","Taylor Swift"
"48130",2024-05-04,8,"Florida!!!","Taylor Swift Featuring Florence + The Machine"
"48131",2024-05-04,9,"Who's Afraid Of Little Old Me?","Taylor Swift"
"48132",2024-05-04,10,"Guilty As Sin?","Taylor Swift"
"48133",2024-05-04,11,"Fresh Out The Slammer","Taylor Swift"
"48134",2024-05-04,12,"loml","Taylor Swift"
"48135",2024-05-04,13,"The Alchemy","Taylor Swift"
"48136",2024-05-04,14,"The Smallest Man Who Ever Lived","Taylor Swift"
"48137",2024-05-04,19,"Push Ups","Drake"
"48138",2024-05-04,20,"I Can Fix Him (No Really I Can)","Taylor Swift"
"48139",2024-05-04,21,"Clara Bow","Taylor Swift"
"48140",2024-05-04,23,"thanK you aIMee","Taylor Swift"
"48141",2024-05-04,24,"So High School","Taylor Swift"
"48142",2024-05-04,25,"The Black Dog","Taylor Swift"
"48143",2024-05-04,26,"imgonnagetyouback","Taylor Swift"
"48144",2024-05-04,30,"The Albatross","Taylor Swift"
"48145",2024-05-04,32,"The Prophecy","Taylor Swift"
"48146",2024-05-04,34,"I Hate It Here","Taylor Swift"
"48147",2024-05-04,35,"How Did It End?","Taylor Swift"
"48148",2024-05-04,36,"Chloe Or Sam Or Sophia Or Marcus","Taylor Swift"
"48149",2024-05-04,39,"I Look In People's Windows","Taylor Swift"
"48150",2024-05-04,44,"Cassandra","Taylor Swift"
"48151",2024-05-04,46,"Peter","Taylor Swift"
"48152",2024-05-04,47,"The Bolter","Taylor Swift"
"48153",2024-05-04,51,"The Manuscript","Taylor Swift"
"48154",2024-05-04,55,"Robin","Taylor Swift"
"48155",2024-05-04,96,"Us Vs. Them","$uicideboy$"
"48156",2024-05-11,2,"Million Dollar Baby","Tommy Richman"
"48157",2024-05-11,11,"Euphoria","Kendrick Lamar"
"48158",2024-05-11,63,"Adivino","Myke Towers & Bad Bunny"
"48159",2024-05-11,74,"Okay","JT"
